ID,Title,Link,City and Country,Location,Segment,Image Src,Latitude,Longitude
437,"Verdun, F",http://en.the-wall-net.org/verdun-f/,"Verdun, F",Location: Centre mondial de la PaixThe original graffitoCan I stay? by Wee Flowerscovers three segments. The other parts are now inSchengen (Luxembourg)andKiev (Ukraine).,1 segment,http://en.the-wall-net.org/wp-content/uploads/2017/09/EU092_1.jpg,49.1589278,5.3867277
438,"Vilnius, LT",http://en.the-wall-net.org/vilnius-lt/,"Vilnius, LT",Location: Europos Parkas,1 segment,http://en.the-wall-net.org/wp-content/uploads/2014/08/Berlyn_ruke_10s_IMG_5408-e1429621465237.jpg,54.6870458,25.2829111
439,"Vilshofen, BY",http://en.the-wall-net.org/vilshofen/,"Vilshofen, BY",Location: Buergerpark/Ginkgopark,1 segment,http://en.the-wall-net.org/wp-content/uploads/2015/05/D093.jpg,49.2978755,11.9529711
440,"Volkach, BY",http://en.the-wall-net.org/volkach-by/,"Volkach, BY",Location: Mainfranken barracks,1 segment,http://en.the-wall-net.org/wp-content/uploads/2016/06/D147.jpg,49.8656925,10.2261848
441,"Wakefield, GB",http://en.the-wall-net.org/wakefield-uk/,"Wakefield, GB",Location: Yorkshire Sculpture Park,1 segment,http://en.the-wall-net.org/wp-content/uploads/2014/11/England.jpg,53.6829541,-1.4967286
442,"Waldshut-Tiengen, BW",http://en.the-wall-net.org/waldshut-tiengen/,"Waldshut-Tiengen, BW",Location: private property,2 segments,http://en.the-wall-net.org/wp-content/uploads/2015/11/Deutschland.jpg,47.6281754,8.2408579
443,"Warminster, PA",http://en.the-wall-net.org/warminster-pa/,"Warminster, PA",Location: Estate of Vereinigung Erzgebirge,1 segment,http://en.the-wall-net.org/wp-content/uploads/2014/10/US075A.jpg,40.2067751,-75.0996159
444,"Warsaw, PL",http://en.the-wall-net.org/warsaw-pl/,"Warsaw, PL",Location: Museum of John Paul II and Primate Wyszynski1 segment,,http://en.the-wall-net.org/wp-content/uploads/2022/10/EU143.png,52.2337172,21.0714322
445,Washington D.C. – International Spy Museum,http://en.the-wall-net.org/washington-d-c-international-spy-museum/,Washington D.C. – International Spy Museum,"Location: International Spy Museum, L’Enfant Plaza",2 segments from border section Glienicke-Nordbahn/Reinickendorf,http://en.the-wall-net.org/wp-content/uploads/2020/11/US121B.jpg,38.8839399,-77.0255106
446,Washington D.C. – The White House,http://en.the-wall-net.org/washington-d-c-the-white-house/,Washington D.C. – The White House,Location: unknown,1 segment,http://en.the-wall-net.org/wp-content/uploads/2020/11/US000_1-Kopie.jpg,38.8976997,-77.0365532
447,"Washington, D.C. – German Embassy",http://en.the-wall-net.org/washington-d-c-7/,"Washington, D.C. – German Embassy","Location: German Embassy, temporarilynew site:U.S. Diplomacy Center",1 segment,http://en.the-wall-net.org/wp-content/uploads/2014/11/US093TEMPORARY.jpg,,
448,"Washington, D.C. – German Embassy",http://en.the-wall-net.org/washington-d-c-german-embassy/,"Washington, D.C. – German Embassy",Location: German Embassy,1 segment,http://en.the-wall-net.org/wp-content/uploads/2016/03/US107.jpg,,
449,"Washington, D.C. – Johns Hopkins University",http://en.the-wall-net.org/washington-d-c-2/,"Washington, D.C. – Johns Hopkins University",Location: Paul H. Nitze School of Advanced International Studies/Johns Hopkins University,1 segment,http://en.the-wall-net.org/wp-content/uploads/2014/12/US023B.jpg,38.9130027,-77.0369136
450,"Washington, D.C. – Meridian House",http://en.the-wall-net.org/washington-d-c-5/,"Washington, D.C. – Meridian House",Location: garden of the Meridian House,1 segment,http://en.the-wall-net.org/wp-content/uploads/2014/10/US080.jpg,38.9209447,-77.0369213
451,"Washington, D.C. – Newseum",http://en.the-wall-net.org/washington-d-c/,"Washington, D.C. – Newseum",Location: Newseum,8 segments (out of primary 12) from Kreuzberg (Bethaniendamm/Leuschner Street) / were set up before atFreedom Park/Arlington,http://en.the-wall-net.org/wp-content/uploads/2014/10/Newseum_Closed.jpg,38.89278,-77.01944
452,"Washington, D.C. – Ronald Reagan Building",http://en.the-wall-net.org/washington-d-c-3/,"Washington, D.C. – Ronald Reagan Building",Location: Ronald Reagan Building and International Trade Center,1 segment,http://en.the-wall-net.org/wp-content/uploads/2014/10/US062_31.jpg,38.8942317,-77.0306901
453,"Washington, D.C. – Smithsonian American History",http://en.the-wall-net.org/washington-d-c-6/,"Washington, D.C. – Smithsonian American History","Location: Smithsonian National Museum of American History, Kenneth E. Behring Center",4 segments,http://en.the-wall-net.org/wp-content/uploads/2014/11/US087.jpg,,
454,"Washington, D.C. – State Department",http://en.the-wall-net.org/washington-d-c-4/,"Washington, D.C. – State Department",Location: Lobby of US Department of State,1 segment,http://en.the-wall-net.org/wp-content/uploads/2014/10/Washington.jpg,,
455,"Washington, D.C. – USDC",http://en.the-wall-net.org/washington-d-c-usdc/,"Washington, D.C. – USDC",Location: United States Diplomacy Center (scheduled to open in 2017),1 segment,http://en.the-wall-net.org/wp-content/uploads/2015/10/US103.jpg,,
456,"Wehrbleck, NI",http://en.the-wall-net.org/wehrbleck-ni/,"Wehrbleck, NI",Location: district Buchhorst,1 segment,http://en.the-wall-net.org/wp-content/uploads/2016/04/D138.jpg,52.6319617,8.6923076
457,"Weiden, BY",http://en.the-wall-net.org/weiden/,"Weiden, BY",Location: Berliner Straße,2 segments,http://en.the-wall-net.org/wp-content/uploads/2016/06/D072.jpg,50.0297657,11.2324766
458,"Weimar, TH – A&O Hostel",http://en.the-wall-net.org/weimar-th-ao-hostel/,"Weimar, TH – A&O Hostel",Location: close to central station,1 segment,http://en.the-wall-net.org/wp-content/uploads/2015/11/D118.jpg,,
459,"Weimar, TH – Atrium",http://en.the-wall-net.org/weimar/,"Weimar, TH – Atrium",Location: next to the shopping centre Atrium,2 segments,http://en.the-wall-net.org/wp-content/uploads/2014/12/D030B.jpg,50.9853144,11.3289692
460,"Weitra, A",http://en.the-wall-net.org/weitra-a/,"Weitra, A",Location: Weitra castle,1 segment,http://en.the-wall-net.org/wp-content/uploads/2017/03/EU106B.jpg,48.7004706,14.8968936
461,"Wertheim, BW",http://en.the-wall-net.org/wertheim/,"Wertheim, BW",Location: district Wartberg,1 segment,http://en.the-wall-net.org/wp-content/uploads/2017/12/D097_1.jpg,49.7599825,9.5166598
462,"Wesendorf, NI",http://en.the-wall-net.org/wesendorf/,"Wesendorf, NI","Location: European school, Hammersteinpark",1 segment from Potsdamer Platz,http://en.the-wall-net.org/wp-content/uploads/2015/11/Deutschland.jpg,52.592945,10.5347367
463,"West Branch, IA",http://en.the-wall-net.org/west-branch-ia/,"West Branch, IA",Location: Herbert Hoover Presidential Library and Museum,1 segment of the Hinterlandmauer,http://en.the-wall-net.org/wp-content/uploads/2014/12/US086B.jpg,41.6720735,-91.3459735
464,"Wetzlar, HE",http://en.the-wall-net.org/wetzlar-he/,"Wetzlar, HE","Location: Neukölln Park, Wetzlar-Dalheim",1 segment,http://en.the-wall-net.org/wp-content/uploads/2018/03/D179B.jpg,50.5525346,8.5074406
465,"Wheaton, IL",http://en.the-wall-net.org/wheaton-il/,"Wheaton, IL",Location: First Division Museum at Cantigny Park,1 segment,http://en.the-wall-net.org/wp-content/uploads/2017/11/US112B.jpg,41.8646959,-88.1101709
466,"Wichita, KS",http://en.the-wall-net.org/wichita-ks/,"Wichita, KS",Location: Museum of World Treasures,1 segment,http://en.the-wall-net.org/wp-content/uploads/2016/06/US043B.jpg,37.6922361,-97.3375448
467,"Wiesbaden, HE",http://en.the-wall-net.org/wiesbaden/,"Wiesbaden, HE",Location: Square of German Unity (Platz der Deutschen Einheit),1 segment,http://en.the-wall-net.org/wp-content/uploads/2015/11/Deutschland.jpg,50.0820384,8.2416556
468,"Wischhafen, NI",http://en.the-wall-net.org/wischhafen-ni/,"Wischhafen, NI",Location: company site1 segment,,http://en.the-wall-net.org/wp-content/uploads/2021/09/D205b.jpg,53.7734781,9.3184108
469,"Witnica, PL",http://en.the-wall-net.org/witnica-pl/,"Witnica, PL",Location: Park Drogowskazow,"1 segmentSignpost Parkis a theme park about 110 kilometers east of Berlin. In the 18th century a European connecting road from Aachen via Magdeburg and Berlin to Gdansk and Königsberg led through Witnica.The award-winning park was created in 1995 and is structured into four thematic areas, so called paths, who see themselves as educational trails along milestones, signs of civilization.",http://en.the-wall-net.org/wp-content/uploads/2015/10/EU091_SCREEN.jpg,52.6729399,14.8972121
470,"Witten, NW",http://en.the-wall-net.org/witten/,"Witten, NW","Location: Albert-Martmöller-Gymnasium, schoolyard",3 segments,http://en.the-wall-net.org/wp-content/uploads/2015/07/D101.jpg,51.4370171,7.335124
471,"Wittlich, RP",http://en.the-wall-net.org/wittlich/,"Wittlich, RP",Location: access to the parking space Zentrum,2 segments,http://en.the-wall-net.org/wp-content/uploads/2018/03/D064B.jpg,49.9850353,6.88844
472,"Wroclaw, PL (temp)",http://en.the-wall-net.org/wroclaw-pl-temp/,"Wroclaw, PL (temp)","Location: Market Square (temp. in 1999, 2004)",about 1 dozen Segments,http://en.the-wall-net.org/wp-content/uploads/2017/04/EU107_TEMPORARY.jpg,51.1,17.03333
473,"Wuerzburg, BY",http://en.the-wall-net.org/wurzburg/,"Wuerzburg, BY","Location: Berliner Platz (Berlin Square), Ringpark",1 segment from border sector Zehlendorf/Teltow,http://en.the-wall-net.org/wp-content/uploads/2014/10/D036_B.jpg,49.7933723,9.9309779
474,"Yeoncheon, ROK",http://en.the-wall-net.org/yeoncheong-rok/,"Yeoncheon, ROK",Location: Center for Unified Future of Korea,2 segments,http://en.the-wall-net.org/wp-content/uploads/2018/10/AS025.jpg,-23.38032,150.50595
475,"Yokohama, J",http://en.the-wall-net.org/yokohama-j/,"Yokohama, J",Location: in front of TÜV Rheinland Japan Ltd. building,1 segment from Waldemarstraße,http://en.the-wall-net.org/wp-content/uploads/2015/06/AS009.jpg,35.4501441,139.5755004
476,"Yorba Linda, CA",http://en.the-wall-net.org/yorba-linda-ca/,"Yorba Linda, CA",Location: Richard Nixon Library & Museum,"1 segment from Leuschnerdamm, Kreuzberg",http://en.the-wall-net.org/wp-content/uploads/2015/03/US0043_2B.jpg,33.8901096,-117.8249705
477,"Zagreb, HR",http://en.the-wall-net.org/zagreb-hr/,"Zagreb, HR",Location: in front of the German Embassy,1 segment,http://en.the-wall-net.org/wp-content/uploads/2016/02/EU053.jpg,45.8426414,15.9622315
478,"Zell am Harmersbach, BW",http://en.the-wall-net.org/zell-am-harmersbach/,"Zell am Harmersbach, BW","Location: Villa Haiss, Museum of contemporary art",5 segments from district Treptow,http://en.the-wall-net.org/wp-content/uploads/2015/10/D008.jpg,48.3482133,8.0653343
479,"Zierikzee, NL",http://en.the-wall-net.org/zierikzee-nl/,"Zierikzee, NL","Location: Café De Wildeman, Havenplein (temporarily)",1 segment,http://en.the-wall-net.org/wp-content/uploads/2015/02/EU072_TEMPORARY1.jpg,51.6497688,3.9208365
480,"Zuasti, E",http://en.the-wall-net.org/zuasti-e/,"Zuasti, E",Location: service area Zuasti at the A15 close to Pamplona,1 segment,http://en.the-wall-net.org/wp-content/uploads/2014/12/EU068.jpg,42.854452,-1.7452048
481,"Zwevezele Wingene, B",http://en.the-wall-net.org/zwevezele-wingene-b/,"Zwevezele Wingene, B",Location: private property,1 segment,http://en.the-wall-net.org/wp-content/uploads/2014/10/EU005.jpg,51.0382948,3.2145578
482,"Zwickau, SN",http://en.the-wall-net.org/zwickau-sn/,"Zwickau, SN","Location: Dr.-Friedrichs-Ring, near Alter Gasometer",1 segment,http://en.the-wall-net.org/wp-content/uploads/2018/03/D176_B.jpg,50.7185043,12.4939267
